feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,Fraud
-0.277219389,-0.28898023,-0.162006574,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280236501,-0.28898023,-0.16202455,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279589977,-0.28898023,-0.162069489,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280452009,-0.28898023,-0.162078476,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280667516,-0.283996461,-0.161898721,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.277370245,-0.28898023,-0.162036234,1.8939262186630004,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280020993,-0.28898023,-0.162063197,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280236501,-0.28898023,-0.162081173,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280452009,-0.28898023,-0.16209016,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280667516,-0.282750519,-0.161865467,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280020993,-0.28898023,-0.16189243,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279482223,-0.28898023,-0.161941863,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279051207,-0.28898023,-0.162009271,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279266715,-0.28898023,-0.162067691,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280667516,-0.282750519,-0.161842997,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279589977,-0.28898023,-0.161887936,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279589977,-0.28898023,-0.161932875,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.277758159,-0.28898023,-0.162054209,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279805485,-0.28898023,-0.16209016,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.2795361,-0.28898023,-0.161912652,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279589977,-0.28898023,-0.161957591,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280452009,-0.28898023,-0.161966579,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279697731,-0.28898023,-0.162007024,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280236501,-0.28898023,-0.162024999,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280559762,-0.28898023,-0.162029493,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.279589977,-0.28898023,-0.162074432,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280452009,-0.28898023,-0.16208342,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280452009,-0.28898023,-0.162092407,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,1.532712089469627,-0.191976657,-0.328041992,-0.579174445,2.067607312813533,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.280667516,-0.264061385,-0.161193632,-0.528003673,-0.261446802,-0.217132222,-0.22884291,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,3.048390218923632,1.7265955158842787,-0.483650833,-0.524332405,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
-0.259116721,-0.28898023,-0.162092407,-0.528003673,-0.261446802,-0.217132222,4.369809846576633,-0.41891224,-0.120096115,-0.155794238,-0.069006556,-0.652438254,-0.191976657,-0.328041992,-0.579174445,-0.483650833,1.907187100775023,-0.524332405,1.7265955158842787,-0.575526093,-0.575526093,-0.579174445,0
